code_bassin;demandeurs_emploi;secteur_libelle
8445;10;Activités financières et d'assurance
8445;9;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8445;7;Agriculture, sylviculture et pêche
8445;5;Information et communication
8445;4;Activités immobilières
8445;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8445;1;Industries extractives
8444;883;Commerce -  réparation d'automobiles et de motocycles
8444;489;Santé humaine et action sociale
8444;435;Hébergement et restauration
8444;360;Industrie manufacturière
8444;352;Activités de services administratifs et de soutien
8444;301;Activités spécialisées, scientifiques et techniques
8444;292;Construction
8444;229;Transports et entreposage
8444;142;Administration publique
8444;79;Autres activités de services
8444;56;Information et communication
8444;50;Agriculture, sylviculture et pêche
8444;50;Activités financières et d'assurance
8444;43;Arts, spectacles et activités récréatives
8444;41;Enseignement
8444;31;Activités immobilières
8444;23;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8444;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8444;1;Industries extractives
8443;1286;Commerce -  réparation d'automobiles et de motocycles
8443;1131;Activités spécialisées, scientifiques et techniques
8443;1084;Hébergement et restauration
8443;709;Activités de services administratifs et de soutien
8443;685;Industrie manufacturière
8443;600;Construction
8443;514;Information et communication
8443;491;Santé humaine et action sociale
8443;222;Enseignement
8443;221;Activités financières et d'assurance
8443;166;Autres activités de services
8443;156;Transports et entreposage
8443;137;Administration publique
8443;106;Arts, spectacles et activités récréatives
8443;43;Activités immobilières
8443;28;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8443;15;Agriculture, sylviculture et pêche
8443;15;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8442;414;Industrie manufacturière
8442;279;Commerce -  réparation d'automobiles et de motocycles
8442;225;Santé humaine et action sociale
8442;188;Construction
8442;142;Activités spécialisées, scientifiques et techniques
8442;119;Hébergement et restauration
8442;95;Activités de services administratifs et de soutien
8442;73;Transports et entreposage
8442;35;Autres activités de services
8442;34;Administration publique
8442;22;Activités financières et d'assurance
8442;20;Enseignement
8442;18;Arts, spectacles et activités récréatives
8442;16;Agriculture, sylviculture et pêche
8442;7;Activités immobilières
8442;4;Information et communication
8442;3;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8442;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8441;833;Activités spécialisées, scientifiques et techniques
8441;821;Activités de services administratifs et de soutien
8441;729;Information et communication
8441;669;Santé humaine et action sociale
8441;571;Commerce -  réparation d'automobiles et de motocycles
8441;533;Hébergement et restauration
8441;490;Construction
8441;371;Transports et entreposage
8441;331;Enseignement
8441;306;Industrie manufacturière
8441;260;Activités financières et d'assurance
8441;118;Autres activités de services
8441;84;Arts, spectacles et activités récréatives
8441;57;Activités immobilières
8441;33;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8441;30;Administration publique
8441;18;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8441;3;Agriculture, sylviculture et pêche
8440;935;Commerce -  réparation d'automobiles et de motocycles
8440;797;Transports et entreposage
8440;782;Activités de services administratifs et de soutien
8440;711;Construction
8440;494;Industrie manufacturière
8440;465;Hébergement et restauration
8440;443;Activités spécialisées, scientifiques et techniques
8440;409;Santé humaine et action sociale
8440;99;Autres activités de services
8440;98;Enseignement
8440;83;Arts, spectacles et activités récréatives
8440;78;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8440;66;Information et communication
8440;54;Activités financières et d'assurance
8440;36;Administration publique
8440;8;Activités immobilières
8440;2;Agriculture, sylviculture et pêche
8440;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8440;1;Industries extractives
8439;768;Transports et entreposage
8439;653;Commerce -  réparation d'automobiles et de motocycles
8439;578;Hébergement et restauration
8439;526;Activités de services administratifs et de soutien
8439;483;Santé humaine et action sociale
8439;469;Industrie manufacturière
8439;371;Activités spécialisées, scientifiques et techniques
8439;312;Construction
8439;131;Information et communication
8439;88;Autres activités de services
8439;78;Arts, spectacles et activités récréatives
8439;60;Administration publique
8439;58;Enseignement
8439;44;Activités financières et d'assurance
8439;23;Activités immobilières
8439;10;Agriculture, sylviculture et pêche
8439;7;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8439;3;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8438;652;Commerce -  réparation d'automobiles et de motocycles
8438;564;Hébergement et restauration
8438;177;Santé humaine et action sociale
8438;154;Industrie manufacturière
8438;104;Construction
8438;99;Activités spécialisées, scientifiques et techniques
8438;99;Administration publique
8438;98;Autres activités de services
8438;80;Activités de services administratifs et de soutien
8438;50;Transports et entreposage
8438;27;Arts, spectacles et activités récréatives
8438;25;Activités immobilières
8438;24;Enseignement
8438;22;Activités financières et d'assurance
8438;17;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8438;7;Information et communication
8438;5;Agriculture, sylviculture et pêche
8438;4;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8437;322;Industrie manufacturière
8437;264;Commerce -  réparation d'automobiles et de motocycles
8437;162;Santé humaine et action sociale
8437;157;Construction
8437;119;Hébergement et restauration
8437;111;Transports et entreposage
8437;99;Activités spécialisées, scientifiques et techniques
8437;75;Activités de services administratifs et de soutien
8437;34;Autres activités de services
8437;27;Administration publique
8437;23;Arts, spectacles et activités récréatives
8437;22;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8437;16;Agriculture, sylviculture et pêche
8437;16;Information et communication
8437;14;Activités financières et d'assurance
8437;10;Enseignement
8437;9;Activités immobilières
8437;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8436;160;Santé humaine et action sociale
8436;148;Industrie manufacturière
8436;116;Commerce -  réparation d'automobiles et de motocycles
8436;67;Administration publique
8436;55;Construction
8436;49;Hébergement et restauration
8436;37;Activités de services administratifs et de soutien
8436;28;Autres activités de services
8436;27;Transports et entreposage
8436;24;Activités financières et d'assurance
8436;22;Activités spécialisées, scientifiques et techniques
8436;13;Information et communication
8436;13;Arts, spectacles et activités récréatives
8436;7;Activités immobilières
8436;6;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8436;4;Enseignement
8436;3;Agriculture, sylviculture et pêche
8436;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8436;1;Industries extractives
8435;210;Commerce -  réparation d'automobiles et de motocycles
8435;191;Industrie manufacturière
8435;136;Hébergement et restauration
8435;117;Santé humaine et action sociale
8435;113;Construction
8435;80;Transports et entreposage
8435;63;Administration publique
8435;46;Activités de services administratifs et de soutien
8435;44;Activités spécialisées, scientifiques et techniques
8435;41;Autres activités de services
8435;20;Arts, spectacles et activités récréatives
8435;16;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
8435;15;Enseignement
8435;8;Activités immobilières
8435;8;Activités financières et d'assurance
8435;5;Information et communication
8435;5;Agriculture, sylviculture et pêche
8435;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
8432;978;Commerce -  réparation d'automobiles et de motocycles
8432;888;Hébergement et restauration
8432;659;Industrie manufacturière
8432;578;Santé humaine et action sociale
8432;533;Activités de services administratifs et de soutien
8432;365;Construction
8432;298;Activités spécialisées, scientifiques et techniques
8432;245;Transports et entreposage
