Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 3P;7,4;8,2;9,3;10;10,7;9;506;560;622;695;734;626;69;166;1543;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 4P+;6,9;7,1;8;8,5;9,5;8;480;519;600;783;950;669;84;102;932;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;8,2;9,6;11,5;13,2;15;10,7;350;400;450;540;700;484;45;218;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;3. Entre 1971-1990;2. 1 an et plus;;7,1;8,1;9,5;11,4;13,1;9,2;347;412;507;620;720;536;58;648;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;4. Entre 1991-2005;;;8,7;9,4;10,7;12,7;14,6;10,4;370;462;540;650;782;570;55;990;3516;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 1P;11,5;12,8;15,3;16,1;17,7;14,3;310;334;370;416;460;377;26;181;621;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 2P;9,4;10,4;11,2;12,9;13,9;11,3;427;469;508;540;560;502;44;479;1514;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 3P;8,1;9;9,3;10;10,8;9,4;570;600;650;702;760;656;70;264;1047;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 4P+;7,7;8,8;9,5;9,8;10,8;9,2;701;780;915;929;1181;903;98;66;334;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;9;9,3;10,8;13,5;15,3;10,6;340;450;540;620;762;557;53;234;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;4. Entre 1991-2005;2. 1 an et plus;;8,6;9,5;10,7;12,3;14,3;10,4;380;469;540;650;784;574;55;756;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;5. Après 2005;;;8,9;10;10,6;11,8;12,5;10,4;420;490;556;650;724;578;55;1419;3174;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;5. Après 2005;;Appart 1P;10,7;11,7;12,7;15;18,3;13,3;285;326;380;420;433;376;28;106;200;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;5. Après 2005;;Appart 2P;9,8;10,4;11,4;12,1;12,6;11,2;410;462;506;550;570;500;45;753;1452;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;5. Après 2005;;Appart 3P;8,8;9,4;10;10,6;11,8;9,9;570;630;650;700;729;657;66;485;1179;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;5. Après 2005;;Appart 4P+;7,2;8,4;10;10,1;10,5;9,2;641;700;793;1027;1100;845;92;75;343;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;5. Après 2005;1. Moins de 1 an;;9,7;10;11,3;12,2;12,6;10,8;415;500;548;645;720;565;52;424;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;5. Après 2005;2. 1 an et plus;;8,8;9,7;10,4;11,6;12,5;10,2;424;490;570;651;729;585;57;995;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;;6,7;8;9,3;10,3;12;8,6;450;540;650;840;915;684;79;939;9783;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;Maison 1-3P;7,1;7,6;9,8;11,2;12,6;8,9;460;525;595;650;736;598;67;98;1767;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;Ensemble 4P+;6,2;7,3;8,3;9,7;10,2;8,1;625;731;824;900;956;823;101;353;4465;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;Maison 4P+;6,2;7,8;8,3;9,8;10,3;8,3;650;780;860;901;969;841;102;257;3698;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;Appart 1P;;;;;;;;;;;;;;44;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;Appart 2P;8,2;9,4;10,4;12;12,9;10,4;400;450;490;550;600;497;48;241;1512;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;Appart 3P;7,1;8,1;9,3;10,5;11;9,1;489;530;620;650;720;611;67;203;1721;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;Appart 4P+;5,5;6,3;7,3;9;9,5;7,4;500;696;730;850;856;731;98;96;767;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;Ensemble 1P;;;;;;;;;;;;;;44;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;Ensemble 2P;8,4;9,4;10,5;12,2;12,9;10,5;410;450;512;568;600;510;48;264;1871;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;;Ensemble 3P;7,1;8;9,3;10,4;11;8,7;476;550;620;666;767;616;70;278;3086;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;1. Moins de 1 an;;7,1;8,3;9,4;10,8;12,4;8,8;450;512;644;790;870;657;74;265;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;1. Moins de 1 an;Ensemble 4P+;6,3;7,8;8,3;9,4;10,2;8,1;650;770;815;870;950;816;101;90;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;1. Moins de 1 an;Ensemble 1P;;;;;;;;;;;;;;21;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;1. Moins de 1 an;Ensemble 2P;8,7;9,4;10,4;12;12,9;10,5;450;470;512;595;600;520;50;87;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;1. Moins de 1 an;Ensemble 3P;4,2;8,4;9,3;10,8;11,2;8,6;460;550;650;690;805;638;74;67;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;2. 1 an et plus;;6,5;7,8;9,1;10,1;11,7;8,5;450;550;680;864;920;697;82;674;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;2. 1 an et plus;Ensemble 4P+;5,8;7,3;8,3;9,8;10,1;8,1;620;730;850;900;963;825;101;263;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;23;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;2. 1 an et plus;Ensemble 2P;8,2;8,9;11,4;12,2;13,2;10,6;400;440;520;550;573;499;47;177;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;;2. 1 an et plus;Ensemble 3P;7,1;7,6;9,3;10;10,9;8,8;480;530;620;650;704;608;69;211;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;1. Avant 1946;;;6,2;7,5;8,7;9,8;11,4;8,3;410;480;627;703;820;624;75;215;2214;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;1. Avant 1946;;Ensemble 4P+;5;6,2;7,2;8,5;9,7;7,1;553;700;775;820;869;762;108;60;807;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;1. Avant 1946;;Ensemble 1P;;;;;;;;;;;;;;13;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;1. Avant 1946;;Ensemble 2P;8,3;8,8;10;12,6;13,3;10,3;385;440;480;570;640;500;49;60;515;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;1. Avant 1946;;Ensemble 3P;6,9;8;8,9;9,8;11;8,7;470;570;620;650;739;613;70;82;763;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;1. Avant 1946;1. Moins de 1 an;;7,5;8,3;9;11;12,9;9;445;480;620;750;860;621;69;73;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;1. Avant 1946;2. 1 an et plus;;5,9;7,1;8,3;9,8;11,3;8;410;500;640;700;813;625;78;142;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;;;7,1;7,8;9;10;11,2;8,7;450;460;550;798;867;614;71;64;1393;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;;Ensemble 4P+;;;;;;;;;;;;;;25;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;4;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;;Ensemble 2P;;;;;;;;;;;;;;14;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;;Ensemble 3P;;;;;;;;;;;;;;21;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;17;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;47;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;;;4,6;7;9,6;12,2;13;8,3;380;550;595;765;941;645;77;120;1847;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;;Ensemble 4P+;4,6;6,2;7,2;9,4;11,1;7,7;560;600;754;919;1073;794;104;71;1013;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;5;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;;Ensemble 2P;;;;;;;;;;;;;;19;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;;Ensemble 3P;;;;;;;;;;;;;;25;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;34;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;;6,6;7;9,4;12,2;12,6;9;521;550;700;856;1022;714;79;86;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;;;7;7,8;9,5;10,3;12;8,6;496;575;780;880;930;737;86;187;2230;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;;Ensemble 4P+;4,2;8;9,4;9,9;10,3;8,3;625;780;850;920;981;838;101;86;1135;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;7;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;;Ensemble 2P;8,5;10,2;12;12;13,8;11;409;459;550;600;600;527;48;58;385;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;;Ensemble 3P;;;;;;;;;;;;;;36;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;47;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;;7;7,8;9,1;10,1;11,1;8,4;496;575;780;889;941;752;90;140;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;5. Après 2005;;;8,1;8,3;9,7;10,5;11,2;9,2;525;639;790;900;950;756;82;353;2100;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;5. Après 2005;;Ensemble 4P+;7,9;8,2;8,3;9,8;10,1;8,8;731;790;889;915;950;867;99;111;979;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;15;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;5. Après 2005;;Ensemble 2P;8,7;10,5;10,9;11,8;12,9;10,8;450;475;524;540;544;504;47;113;406;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;5. Après 2005;;Ensemble 3P;9,2;9,7;10,4;10,8;11,1;10,1;590;627;639;670;720;648;64;114;647;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;5. Après 2005;1. Moins de 1 an;;8,1;8,3;9,1;10,5;10,8;9,2;525;650;790;860;950;748;82;94;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;;5. Après 2005;2. 1 an et plus;;7,9;8,2;9,7;10,5;11,7;9,2;490;626;772;900;950;760;82;259;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;;;;6,6;7,8;8,9;10;10,9;8,4;525;632;790;900;950;771;92;355;5465;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;;;Maison 1-3P;7,1;7,6;9,8;11,2;12,6;8,9;460;525;595;650;736;598;67;98;1767;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;;;Maison 4P+;6,2;7,8;8,3;9,8;10,3;8,3;650;780;860;901;969;841;102;257;3698;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;;1. Moins de 1 an;;5,4;8,1;8,9;10,3;11,2;8,3;480;595;732;820;950;717;86;96;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;29;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;;1. Moins de 1 an;Maison 4P+;6,2;8;8,3;9,4;10,3;8,2;650;790;800;870;950;819;100;67;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;;2. 1 an et plus;;6,7;7,7;8,9;10;10,8;8,4;570;680;820;900;950;794;94;259;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;;2. 1 an et plus;Maison 1-3P;7,1;7,6;9,8;10,5;12,5;9,1;470;562;609;683;829;623;69;69;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;;2. 1 an et plus;Maison 4P+;6,2;7,8;8,6;9,8;10,3;8,3;680;780;880;915;983;848;102;190;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;1. Avant 1946;;;6,2;7,2;8,9;9,8;11,1;8,1;450;570;650;790;860;670;82;80;1108;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;46;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;34;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;25;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;1. Avant 1946;2. 1 an et plus;;5,8;6,9;8,5;9,8;10,5;7,9;420;600;680;790;869;687;87;55;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;28;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;7;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;21;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;6;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;22;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;3. Entre 1971-1990;;;4,2;6,8;8,6;10,9;12,4;7,7;550;595;700;885;1048;762;99;73;1177;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;14;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;3. Entre 1971-1990;;Maison 4P+;4,6;7;8,1;9,6;11,2;7,8;600;700;823;939;1107;826;107;59;873;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;17;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;3. Entre 1971-1990;2. 1 an et plus;;7;7;9;10,5;11,8;8,8;700;700;836;950;1107;860;97;56;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;4. Entre 1991-2005;;;4,2;7,8;9,5;10,1;10,3;8,4;550;700;843;920;970;812;97;88;1369;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;13;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;4. Entre 1991-2005;;Maison 4P+;4,2;8;9,5;10,1;10,3;8,3;625;780;869;920;1000;843;101;75;994;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;19;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;4. Entre 1991-2005;2. 1 an et plus;;4,2;7,8;9,1;9,9;10,3;8,2;550;700;850;920;958;806;98;69;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;5. Après 2005;;;8,1;8,2;9;9,9;10,5;9;650;790;880;901;950;846;94;86;1081;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;18;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;5. Après 2005;;Maison 4P+;8,1;8,2;8,3;9,8;10,1;8,9;770;790;900;915;950;872;98;68;844;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;29;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Maison;5. Après 2005;2. 1 an et plus;;7,9;8,2;9,5;10;10,9;9,1;770;880;900;915;950;892;98;57;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;;;6,8;8,2;9,5;11;12,8;9,1;390;480;560;650;750;573;63;584;4318;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;;Appart 1P;;;;;;;;;;;;;;44;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;;Appart 2P;8,2;9,4;10,4;12;12,9;10,4;400;450;490;550;600;497;48;241;1512;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;;Appart 3P;7,1;8,1;9,3;10,5;11;9,1;489;530;620;650;720;611;67;203;1721;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;;Appart 4P+;5,5;6,3;7,3;9;9,5;7,4;500;696;730;850;856;731;98;96;767;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;1. Moins de 1 an;;7,5;9;10;11,4;13,3;9,6;380;470;580;700;850;593;62;169;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;21;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;1. Moins de 1 an;Appart 2P;8,4;9,6;10,2;12;13,3;10,4;440;470;500;580;600;509;49;77;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;1. Moins de 1 an;Appart 3P;;;;;;;;;;;;;;48;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;23;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;2. 1 an et plus;;6,5;8;9,3;10,9;12,2;8,8;390;480;550;643;711;563;64;415;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;23;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;2. 1 an et plus;Appart 2P;8,2;8,8;10,7;12,2;12,9;10,3;385;417;490;550;600;486;47;164;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;2. 1 an et plus;Appart 3P;7,1;8;9,3;10;11,3;8,9;500;530;610;650;650;589;66;155;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;;2. 1 an et plus;Appart 4P+;5,5;6,2;7,1;8,5;9,6;7,2;500;560;703;731;856;694;97;73;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;;;6,3;7,8;8,4;10,7;12,8;8,5;390;470;580;650;750;578;68;135;1106;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;;Appart 1P;;;;;;;;;;;;;;13;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;;Appart 2P;8,2;8,7;9,8;12,9;13,5;10,3;385;410;441;561;600;476;46;51;367;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;;Appart 3P;;;;;;;;;;;;;;45;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;26;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;48;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;2. 1 an et plus;;5,9;7,3;8,2;9,3;11,3;8,1;390;443;580;650;703;560;69;87;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;;;;;;;;;;;;;;;;36;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;4;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;11;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 3P;;;;;;;;;;;;;;17;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;4;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;11;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;25;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;;;;;;;;;;;;;;;;47;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;5;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 2P;;;;;;;;;;;;;;17;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 3P;;;;;;;;;;;;;;13;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;12;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;17;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;30;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;;;7,5;8;9,4;11,8;12;9,3;420;512;600;700;850;600;65;99;861;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;7;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 2P;7,5;9,5;10,4;12;12;10,6;400;450;512;600;600;524;50;52;326;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;29;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;11;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;28;;Estimation directe
B3000;2021;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;2. 1 an et plus;;7,6;7,6;9,1;11;12;9,4;400;456;530;600;711;549;59;71;;Estimation directe
